arm,gname,gene_id,isoform_id,oId,cc,cmp_ref,dIF_WT,is_sw_WT,is_sw_pre,ge,q_i_WT,v1,v2,IF1_WT,IF2_WT,IF1_KO,IF2_KO,dIF_KO,is_sw_KO,q_i_KO
T_UT,RAB7B,XLOC_004829,TCONS_00019898,PB.1663.1,=,ENST00000617070.5,-0.110466666666667,False,False,714.648076169081,3.55251688567681e-08,111.946370656414,59.3050374116292,0.291766666666667,0.1813,0.234433333333333,0.197266666666667,-0.0371666666666667,False,0.766089805870673
T_UT,RAB7B,XLOC_004829,TCONS_00019899,ENST00000623597.3,=,ENST00000623597.3,-0.0012333333333333,False,False,714.648076169081,0.587421438206856,1.13585221290187,0.519091865560834,0.0028666666666666,0.0016333333333333,0.0033666666666666,0.0016666666666666,-0.0017,False,0.94652657060839
T_UT,RAB7B,XLOC_004829,TCONS_00019901,PB.1663.7,=,ENST00000623893.1,-0.0006333333333333,False,False,714.648076169081,1.0,22.2842862319304,18.6234676700848,0.0575666666666667,0.0569333333333333,0.0725,0.0567333333333333,-0.0157666666666667,False,0.94652657060839
T_UT,RAB7B,XLOC_004829,TCONS_00024990,PB.1663.8,c,ENST00000617070.5,-0.159833333333333,True,True,714.648076169081,7.39419232453314e-08,123.624802391406,53.0800064512813,0.321066666666667,0.161233333333333,0.234933333333333,0.177533333333333,-0.0574,False,0.274613738016411
T_UT,RAB7B,XLOC_004829,TCONS_00024992,PB.1663.12,c,ENST00000617070.5,0.1741,True,True,714.648076169081,5.37144634117352e-16,31.9475985995454,85.1443967906224,0.0841666666666667,0.258266666666667,0.198566666666667,0.238033333333333,0.0394666666666666,False,0.40488837440975
T_UT,RAB7B,XLOC_004829,TCONS_00024994,PB.1663.18,j,ENST00000617070.5,-0.0025,False,False,714.648076169081,0.437335178497534,0.910142838512694,0.0,0.0025,0.0,,,,,
T_UT,RAB7B,XLOC_004829,TCONS_00024995,PB.1802.8,j,ENST00000617070.5,0.0153666666666667,False,False,714.648076169081,0.002939997214558,7.53643450845422,11.4827513131352,0.0197333333333333,0.0351,0.0250666666666667,0.0384666666666667,0.0134,False,0.0269616831067219
T_UT,RAB7B,XLOC_004829,TCONS_00029540,PB.1802.11,c,ENST00000617070.5,0.0842333333333333,False,False,714.648076169081,0.0337425179837179,82.9446835031559,100.768749354407,0.216133333333333,0.300366666666667,0.222566666666667,0.285166666666667,0.0626,False,0.824576753250724
T_UT,RAB7B,XLOC_004829,TCONS_00031491,PB.1898.8,j,ENST00000617070.5,-0.0003666666666666,False,False,714.648076169081,0.912643250101144,1.29676084910596,1.03992590123309,0.0033666666666666,0.003,0.0037666666666666,0.0023666666666666,-0.0014,False,0.94652657060839
T_UT,IRAK3,XLOC_011494,TCONS_00065140,ENST00000545837.1,=,ENST00000545837.1,0.0362333333333334,False,False,14.1425120553931,0.545940979097936,0.722434028920444,0.93829394548709,0.100466666666667,0.1367,0.0782666666666667,0.0738666666666667,-0.0044,False,0.998669273776875
T_UT,IRAK3,XLOC_011494,TCONS_00065141,ENST00000261233.9,=,ENST00000261233.9,-0.238166666666667,True,True,14.1425120553931,0.0001866180371909,6.13909409452228,4.15729490272279,0.845766666666667,0.6076,0.8706,0.7733,-0.0973,False,0.859223593235862
T_UT,IRAK3,XLOC_011494,TCONS_00078099,PB.4682.2,c,ENST00000261233.9,0.1746,False,False,14.1425120553931,0.283540629121056,0.260229578358847,1.43530077307569,0.0321333333333333,0.206733333333333,0.0351,0.0951,0.06,False,0.94652657060839
T_UT,SPRING1,XLOC_013382,TCONS_00073542,ENST00000261318.5,=,ENST00000261318.5,-0.0464333333333334,False,False,32.0787960343436,0.884772155359087,8.53601389964486,7.83065569686392,0.536233333333333,0.4898,0.4759,0.49,0.0141,False,0.94652657060839
T_UT,SPRING1,XLOC_013382,TCONS_00073543,ENST00000547630.1,=,ENST00000547630.1,-0.0112333333333333,False,False,32.0787960343436,0.915436021328799,0.810298981580428,0.638887495410896,0.0511666666666667,0.0399333333333333,0.0417666666666667,0.0463666666666667,0.0046,False,0.951219910577998
