"iso_ref","gene_ref","isoform_id","gene_id","condition_1","condition_2","gene_name","gene_biotype","iso_biotype","gene_overall_mean","gene_value_1","gene_value_2","gene_stderr_1","gene_stderr_2","gene_log2_fold_change","gene_q_value","iso_overall_mean","iso_value_1","iso_value_2","iso_stderr_1","iso_stderr_2","iso_log2_fold_change","iso_q_value","IF_overall","IF1","IF2","dIF","isoform_switch_q_value","gene_switch_q_value","PTC","IR","gene_id_from_gtf","gene_name_from_gtf","oId","cmp_ref","class_code","gene_name_original","is_novel_pacbio"
"isoComp_00001516","geneComp_00000252","TCONS_00001887","XLOC_000432","T_minus","T_plus","PIGV","unknown","unknown",9.28574615548602,9.30363000026222,9.26786231070981,0.918877769664843,0.270936000072418,-0.00555113394265036,,1.8699908288977,1.90178981460882,1.83819184318658,0.44302704274317,0.203965956573874,-0.0488094027615498,,0.199166666666667,0.199366666666667,0.198966666666667,-0.000400000000000011,0.99997933918653,0.00277804257535363,FALSE,0,"XLOC_000432","PIGV","ENST00000686655.1","ENST00000686655.1","=","XLOC_000432",FALSE
"isoComp_00001517","geneComp_00000252","TCONS_00001888","XLOC_000432","T_minus","T_plus","PIGV","unknown","unknown",9.28574615548602,9.30363000026222,9.26786231070981,0.918877769664843,0.270936000072418,-0.00555113394265036,,0.0838293414394844,0.167658682878969,0,0.167658682878969,0,-4.15103629546366,,0.0112166666666667,0.0224333333333333,0,-0.0224333333333333,0.916735266846798,0.00277804257535363,FALSE,0,"XLOC_000432","PIGV","ENST00000693629.1","ENST00000693629.1","=","XLOC_000432",FALSE
"isoComp_00001518","geneComp_00000252","TCONS_00001889","XLOC_000432","T_minus","T_plus","PIGV","unknown","unknown",9.28574615548602,9.30363000026222,9.26786231070981,0.918877769664843,0.270936000072418,-0.00555113394265036,,1.51753117990075,2.22984041973257,0.805221940068931,0.187498312207412,0.449486302268915,-1.45813116491694,,0.164233333333333,0.242533333333333,0.0859333333333333,-0.1566,0.399428585699064,0.00277804257535363,FALSE,0,"XLOC_000432","PIGV","ENST00000688730.1","ENST00000688730.1","=","XLOC_000432",FALSE
"isoComp_00001519","geneComp_00000252","TCONS_00001890","XLOC_000432","T_minus","T_plus","PIGV","unknown","unknown",9.28574615548602,9.30363000026222,9.26786231070981,0.918877769664843,0.270936000072418,-0.00555113394265036,,0.115167079075514,0.166609487854883,0.0637246702961448,0.0282592213839811,0.0327760760220402,-1.26034347931553,,0.0121666666666667,0.0176333333333333,0.0067,-0.0109333333333333,0.686672574903115,0.00277804257535363,FALSE,1,"XLOC_000432","PIGV","ENST00000674202.1","ENST00000674202.1","=","XLOC_000432",FALSE
"isoComp_00001520","geneComp_00000252","TCONS_00001891","XLOC_000432","T_minus","T_plus","PIGV","unknown","unknown",9.28574615548602,9.30363000026222,9.26786231070981,0.918877769664843,0.270936000072418,-0.00555113394265036,,1.02912943621857,0.992717977895748,1.06554089454139,0.109071716715951,0.140224863100243,0.10114648640909,,0.110816666666667,0.1069,0.114733333333333,0.00783333333333333,0.968462977932917,0.00277804257535363,FALSE,0,"XLOC_000432","PIGV","ENST00000691454.1","ENST00000691454.1","=","XLOC_000432",FALSE
"isoComp_00001522","geneComp_00000252","TCONS_00001894","XLOC_000432","T_minus","T_plus","PIGV","unknown","unknown",9.28574615548602,9.30363000026222,9.26786231070981,0.918877769664843,0.270936000072418,-0.00555113394265036,,0.418914572072437,0.335529261601357,0.502299882543516,0.0356475845565467,0.0847112179883239,0.56818066870165,,0.0458,0.0377333333333333,0.0538666666666667,0.0161333333333333,0.793373709336575,0.00277804257535363,FALSE,1,"XLOC_000432","PIGV","ENST00000686422.1","ENST00000686422.1","=","XLOC_000432",FALSE
"isoComp_00001523","geneComp_00000252","TCONS_00001895","XLOC_000432","T_minus","T_plus","PIGV","unknown","unknown",9.28574615548602,9.30363000026222,9.26786231070981,0.918877769664843,0.270936000072418,-0.00555113394265036,,0.160782865469146,0.26711662390584,0.0544491070324511,0.0818144387304289,0.0544491070324511,-2.10426098428785,,0.0169166666666667,0.0280333333333333,0.0058,-0.0222333333333333,0.410314523931341,0.00277804257535363,FALSE,1,"XLOC_000432","PIGV","ENST00000686325.1","ENST00000686325.1","=","XLOC_000432",FALSE
"isoComp_00001526","geneComp_00000252","TCONS_00001898","XLOC_000432","T_minus","T_plus","PIGV","unknown","unknown",9.28574615548602,9.30363000026222,9.26786231070981,0.918877769664843,0.270936000072418,-0.00555113394265036,,0.154166586822709,0.113392458303416,0.194940715342003,0.0298752492502386,0.0319120134563533,0.73195241117825,,0.01675,0.0125666666666667,0.0209333333333333,0.00836666666666667,0.801612480500312,0.00277804257535363,FALSE,2,"XLOC_000432","PIGV","ENST00000691135.1","ENST00000691135.1","=","XLOC_000432",FALSE
"isoComp_00001527","geneComp_00000252","TCONS_00001899","XLOC_000432","T_minus","T_plus","PIGV","unknown","unknown",9.28574615548602,9.30363000026222,9.26786231070981,0.918877769664843,0.270936000072418,-0.00555113394265036,,0.0961628711765942,0.153433523044295,0.0388922193088937,0.0795022949535275,0.0388922193088937,-1.74102713700037,,0.0112,0.0182666666666667,0.00413333333333333,-0.0141333333333333,0.801111330444905,0.00277804257535363,FALSE,0,"XLOC_000432","PIGV","PB.159.6","ENST00000374145.6","=","XLOC_000432",TRUE
"isoComp_00001528","geneComp_00000252","TCONS_00021580","XLOC_000432","T_minus","T_plus","PIGV","unknown","unknown",9.28574615548602,9.30363000026222,9.26786231070981,0.918877769664843,0.270936000072418,-0.00555113394265036,,0.105396092135941,0.10972672280221,0.101065461469672,0.0376689929920971,0.0243489028317096,-0.108334950267797,,0.0111333333333333,0.0113333333333333,0.0109333333333333,-0.000400000000000001,0.998661221362307,0.00277804257535363,FALSE,0,"XLOC_000432","PIGV","PB.159.1","ENST00000686194.1","n","XLOC_000432",TRUE
